bin_index,bin_from,bin_to,interpolation,interval_type
1,0,0.05,0.025,1201
2,0.05,0.2,0.125,1201
3,0.2,0.4,0.3,1201
4,0.4,0.6,0.5,1201
5,0.6,0.8,0.7,1201
6,0.8,1,0.9,1201
