coverage_id,tiv
600,166000000
601,166000000
602,166000000
603,166000000
604,166000000
605,166000000
606,166000000
607,166000000
608,166000000
609,166000000
610,166000000
611,166000000
612,166000000
613,166000000
614,166000000
615,166000000
616,166000000
617,166000000
618,166000000
619,166000000
620,166000000
621,166000000
622,166000000
623,166000000
624,166000000
625,166000000
626,166000000
627,166000000
628,166000000
629,166000000
630,166000000
631,166000000
632,166000000
633,166000000
634,166000000
635,166000000
636,166000000
637,166000000
638,166000000
639,166000000
640,166000000
641,166000000
642,166000000
643,166000000
644,166000000
645,166000000
646,166000000
647,166000000
648,166000000
649,166000000
650,166000000
651,166000000
652,166000000
653,166000000
654,166000000
655,166000000
656,166000000
657,166000000
658,166000000
659,166000000
660,166000000
661,166000000
662,166000000
663,166000000
664,166000000
665,166000000
666,166000000
667,166000000
668,166000000
669,166000000
670,166000000
671,166000000
672,166000000
673,166000000
674,166000000
675,166000000
676,166000000
677,166000000
678,166000000
679,166000000
680,166000000
681,166000000
682,166000000
683,166000000
684,166000000
685,166000000
686,166000000
687,166000000
688,166000000
689,166000000
690,166000000
691,166000000
692,166000000
693,166000000
694,166000000
695,166000000
696,166000000
697,166000000
698,166000000
699,166000000
700,166000000
701,166000000
702,166000000
703,166000000
704,166000000
705,166000000
706,166000000
707,166000000
708,166000000
709,166000000
710,166000000
711,166000000
712,166000000
713,166000000
714,166000000
715,166000000
716,166000000
717,166000000
718,166000000
719,166000000
720,166000000
721,166000000
722,166000000
723,166000000
724,166000000
725,166000000
726,166000000
727,166000000
728,166000000
729,166000000
730,166000000
731,166000000
732,166000000
733,166000000
734,166000000
735,166000000
736,166000000
737,166000000
738,166000000
739,166000000
740,166000000
741,166000000
742,166000000
743,166000000
744,166000000
745,166000000
746,166000000
747,166000000
748,166000000
749,166000000
750,166000000
751,166000000
752,166000000
753,166000000
754,166000000
755,166000000
756,166000000
757,166000000
758,166000000
759,166000000
760,166000000
761,166000000
762,166000000
763,166000000
764,166000000
765,166000000
766,166000000
767,166000000
768,166000000
769,166000000
770,166000000
771,166000000
772,166000000
773,166000000
774,166000000
775,166000000
776,166000000
777,166000000
778,166000000
779,166000000
780,166000000
781,166000000
782,166000000
783,166000000
784,166000000
785,166000000
786,166000000
787,166000000
788,166000000
789,166000000
790,166000000
791,166000000
792,166000000
793,166000000
794,166000000
795,166000000
796,166000000
797,166000000
798,166000000
799,166000000
800,166000000
801,166000000
802,166000000
803,166000000
804,166000000
805,166000000
806,166000000
807,166000000
808,166000000
809,166000000
810,166000000
811,166000000
812,166000000
813,166000000
814,166000000
815,166000000
816,166000000
817,166000000
818,166000000
819,166000000
820,166000000
821,166000000
822,166000000
823,166000000
824,166000000
825,166000000
826,166000000
827,166000000
828,166000000
829,166000000
830,166000000
831,166000000
832,166000000
833,166000000
834,166000000
835,166000000
836,166000000
837,166000000
838,166000000
839,166000000
840,166000000
841,166000000
842,166000000
843,166000000
844,166000000
845,166000000
846,166000000
847,166000000
848,166000000
849,166000000
850,166000000
851,166000000
852,166000000
853,166000000
854,166000000
855,166000000
856,166000000
857,166000000
858,166000000
859,166000000
860,166000000
861,166000000
862,166000000
863,166000000
864,166000000
865,166000000
866,166000000
867,166000000
868,166000000
869,166000000
870,166000000
871,166000000
872,738000000
873,738000000
874,738000000
875,738000000
876,738000000
877,738000000
878,738000000
879,738000000
880,738000000
881,738000000
882,738000000
883,738000000
884,738000000
885,738000000
886,738000000
887,738000000
888,738000000
889,738000000
890,738000000
891,738000000
892,738000000
893,738000000
894,738000000
895,738000000
896,738000000
897,738000000
898,738000000
899,738000000
900,738000000
901,738000000
902,738000000
903,738000000
904,738000000
905,738000000
906,738000000
907,738000000
908,738000000
909,738000000
910,738000000
911,738000000
912,738000000
913,738000000
914,738000000
915,738000000
916,738000000
917,738000000
918,738000000
919,738000000
920,738000000
921,738000000
922,738000000
923,738000000
924,738000000
925,738000000
926,738000000
927,738000000
928,738000000
929,738000000
930,738000000
931,738000000
932,738000000
933,738000000
934,738000000
935,738000000
936,738000000
937,738000000
938,738000000
939,738000000
940,738000000
941,738000000
942,738000000
943,738000000
944,738000000
945,738000000
946,738000000
947,738000000
948,738000000
949,738000000
950,738000000
951,738000000
952,738000000
953,738000000
954,738000000
955,738000000
956,738000000
957,738000000
958,738000000
959,738000000
960,738000000
961,738000000
962,738000000
963,738000000
964,738000000
965,738000000
966,738000000
967,738000000
968,738000000
969,738000000
970,738000000
971,738000000
972,738000000
973,738000000
974,738000000
975,738000000
976,738000000
977,738000000
978,738000000
979,738000000
980,738000000
981,738000000
982,738000000
983,738000000
984,738000000
985,738000000
986,738000000
987,738000000
988,738000000
989,738000000
990,738000000
991,738000000
992,738000000
993,738000000
994,738000000
995,738000000
996,738000000
997,738000000
998,738000000
999,738000000
1000,738000000
1001,738000000
1002,738000000
1003,738000000
1004,738000000
1005,738000000
1006,738000000
1007,738000000
1008,738000000
1009,738000000
1010,738000000
1011,738000000
1012,738000000
1013,738000000
1014,738000000
1015,738000000
1016,738000000
1017,738000000
1018,738000000
1019,738000000
1020,738000000
1021,738000000
1022,738000000
1023,738000000
1024,738000000
1025,738000000
1026,738000000
1027,738000000
1028,738000000
1029,738000000
1030,738000000
1031,738000000
1032,738000000
1033,738000000
1034,738000000
1035,738000000
1036,738000000
1037,738000000
1038,738000000
1039,738000000
1040,738000000
1041,738000000
1042,738000000
1043,738000000
1044,738000000
1045,738000000
1046,738000000
1047,738000000
1048,738000000
1049,738000000
1050,738000000
1051,738000000
1052,738000000
1053,738000000
1054,738000000
1055,738000000
1056,738000000
1057,738000000
1058,738000000
1059,738000000
1060,738000000
1061,738000000
1062,738000000
1063,738000000
1064,738000000
1065,738000000
1066,738000000
1067,738000000
1068,738000000
1069,738000000
1070,738000000
1071,738000000
1072,738000000
1073,738000000
1074,738000000
1075,738000000
1076,738000000
1077,738000000
1078,738000000
1079,738000000
1080,738000000
1081,738000000
1082,738000000
1083,738000000
1084,738000000
1085,738000000
1086,738000000
1087,738000000
1088,738000000
1089,738000000
1090,738000000
1091,738000000
1092,738000000
1093,738000000
1094,738000000
1095,738000000
1096,738000000
1097,738000000
1098,738000000
1099,738000000
1100,738000000
1101,738000000
1102,738000000
1103,738000000
1104,738000000
1105,738000000
1106,738000000
1107,738000000
1108,738000000
1109,738000000
1110,738000000
1111,738000000
1112,738000000
1113,738000000
1114,738000000
1115,738000000
1116,738000000
1117,738000000
1118,738000000
1119,738000000
1120,738000000
1121,738000000
1122,738000000
1123,738000000
1124,738000000
1125,738000000
1126,738000000
1127,738000000
1128,738000000
1129,738000000
1130,738000000
1131,738000000
1132,738000000
1133,738000000
1134,738000000
1135,738000000
1136,738000000
1137,738000000
1138,738000000
1139,738000000
1140,738000000
1141,738000000
1142,738000000
1143,738000000
1144,738000000
1145,738000000
1146,738000000
1147,738000000
1148,738000000
1149,738000000
1150,738000000
1151,738000000
1152,738000000
1153,738000000
1154,738000000
1155,738000000
1156,738000000
1157,738000000
1158,738000000
1159,738000000
1160,738000000
1161,738000000
1162,738000000
1163,738000000
1164,738000000
1165,738000000
1166,738000000
1167,738000000
1168,738000000
1169,738000000
1170,738000000
1171,738000000
1172,738000000
1173,738000000
1174,738000000
1175,738000000
1176,738000000
1177,738000000
1178,738000000
1179,738000000
1180,738000000
1181,738000000
1182,738000000
1183,738000000
1184,738000000
1185,738000000
1186,738000000
1187,738000000
1188,738000000
1189,738000000
1190,738000000
1191,738000000
1192,738000000
1193,738000000
1194,738000000
1195,738000000
1196,738000000
1197,738000000
1198,738000000
1199,738000000
1200,738000000
1201,738000000
1202,738000000
1203,738000000
1204,738000000
1205,738000000
1206,738000000
1207,738000000
1208,738000000
1209,738000000
1210,738000000
1211,738000000
1212,738000000
1213,738000000
1214,738000000
1215,738000000
1216,738000000
1217,738000000
1218,738000000
1219,738000000
1220,738000000
1221,738000000
1222,738000000
1223,738000000
1224,738000000
1225,738000000
1226,738000000
1227,738000000
1228,738000000
1229,738000000
1230,738000000
1231,738000000
1232,738000000
1233,738000000
1234,738000000
1235,738000000
1236,738000000
1237,738000000
1238,738000000
1239,738000000
1240,738000000
1241,738000000
1242,738000000
1243,738000000
1244,738000000
1245,738000000
1246,738000000
1247,738000000
1248,738000000
1249,738000000
1250,738000000
1251,738000000
1252,738000000
1253,738000000
1254,738000000
1255,738000000
1256,738000000
1257,738000000
1258,738000000
1259,738000000
1260,738000000
1261,738000000
1262,738000000
1263,738000000
1264,738000000
1265,738000000
1266,738000000
1267,738000000
1268,738000000
1269,738000000
1270,738000000
1271,738000000
1272,738000000
1273,738000000
1274,738000000
1275,738000000
1276,738000000
1277,738000000
1278,738000000
1279,738000000
1280,738000000
1281,738000000
1282,738000000
1283,738000000
1284,738000000
1285,738000000
1286,738000000
1287,738000000
1288,738000000
1289,738000000
1290,738000000
1291,738000000
1292,738000000
1293,738000000
1294,738000000
1295,738000000
1296,738000000
1297,738000000
1298,738000000
1299,738000000
1300,738000000
1301,738000000
1302,738000000
1303,738000000
1304,738000000
1305,738000000
1306,738000000
1307,738000000
1308,738000000
1309,738000000
1310,738000000
1311,738000000
1312,738000000
1313,738000000
1314,738000000
1315,738000000
1316,738000000
1317,738000000
1318,738000000
1319,738000000
1320,738000000
1321,738000000
1322,738000000
1323,738000000
1324,738000000
1325,738000000
1326,738000000
1327,738000000
1328,738000000
1329,738000000
1330,738000000
1331,738000000
1332,738000000
1333,738000000
1334,738000000
1335,738000000
1336,738000000
1337,738000000
1338,738000000
1339,738000000
1340,738000000
1341,738000000
1342,738000000
1343,738000000
1344,738000000
1345,738000000
1346,738000000
1347,738000000
1348,738000000
1349,738000000
1350,738000000
1351,738000000
1352,738000000
1353,738000000
1354,738000000
1355,738000000
1356,738000000
1357,738000000
1358,738000000
1359,738000000
1360,738000000
1361,738000000
1362,738000000
1363,738000000
1364,738000000
1365,738000000
1366,738000000
1367,738000000
1368,738000000
1369,738000000
1370,738000000
1371,738000000
1372,738000000
1373,738000000
1374,738000000
1375,738000000
1376,738000000
1377,738000000
1378,738000000
1379,738000000
1380,738000000
1381,738000000
1382,738000000
1383,738000000
1384,738000000
1385,738000000
1386,738000000
1387,738000000
1388,738000000
1389,738000000
1390,738000000
1391,738000000
1392,738000000
1393,738000000
1394,738000000
1395,738000000
1396,738000000
1397,738000000
1398,738000000
1399,738000000
1400,738000000
1401,738000000
1402,738000000
1403,738000000
1404,738000000
1405,738000000
1406,738000000
1407,738000000
1408,738000000
1409,738000000
1410,738000000
1411,738000000
1412,738000000
1413,738000000
1414,738000000
1415,738000000
1416,738000000
1417,738000000
1418,738000000
1419,738000000
1420,738000000
1421,738000000
1422,738000000
1423,738000000
1424,738000000
1425,738000000
1426,738000000
1427,738000000
1428,738000000
1429,738000000
1430,738000000
1431,738000000
1432,738000000
1433,738000000
1434,738000000
1435,738000000
1436,738000000
1437,738000000
1438,738000000
1439,738000000
1440,738000000
1441,738000000
1442,738000000
1443,738000000
1444,738000000
1445,738000000
1446,738000000
1447,738000000
1448,738000000
1449,738000000
1450,738000000
1451,738000000
1452,738000000
1453,738000000
1454,738000000
1455,738000000
1456,738000000
1457,738000000
1458,738000000
1459,738000000
1460,738000000
1461,738000000
1462,738000000
1463,738000000
1464,738000000
1465,738000000
1466,738000000
1467,738000000
1468,738000000
1469,738000000
1470,738000000
1471,738000000
1472,738000000
1473,738000000
1474,738000000
1475,738000000
1476,738000000
1477,738000000
1478,738000000
1479,738000000
1480,738000000
1481,738000000
1482,738000000
1483,738000000
1484,738000000
1485,738000000
1486,738000000
1487,738000000
1488,738000000
1489,738000000
1490,738000000
1491,738000000
1492,738000000
1493,738000000
1494,738000000
1495,738000000
1496,738000000
1497,738000000
1498,738000000
1499,738000000
1500,738000000
1501,738000000
1502,738000000
1503,738000000
1504,738000000
1505,738000000
1506,738000000
1507,738000000
1508,738000000
1509,738000000
1510,738000000
1511,738000000
1512,738000000
1513,738000000
1514,738000000
1515,738000000
1516,738000000
1517,738000000
1518,738000000
1519,738000000
1520,738000000
1521,738000000
1522,738000000
1523,738000000
1524,738000000
1525,738000000
1526,738000000
1527,738000000
1528,738000000
1529,738000000
1530,738000000
1531,738000000
1532,738000000
1533,738000000
1534,738000000
1535,738000000
1536,738000000
1537,738000000
1538,738000000
1539,738000000
1540,738000000
1541,738000000
1542,738000000
1543,738000000
1544,738000000
1545,738000000
1546,738000000
1547,738000000
1548,738000000
1549,738000000
1550,738000000
1551,738000000
1552,738000000
1553,738000000
1554,738000000
1555,738000000
1556,738000000
1557,738000000
1558,738000000
1559,738000000
1560,738000000
1561,738000000
1562,738000000
1563,738000000
1564,738000000
1565,738000000
1566,738000000
1567,738000000
1568,738000000
1569,738000000
1570,738000000
1571,738000000
1572,738000000
1573,738000000
1574,738000000
1575,738000000
1576,738000000
1577,738000000
1578,738000000
1579,738000000
1580,738000000
1581,738000000
1582,738000000
1583,738000000
1584,738000000
1585,738000000
1586,738000000
1587,738000000
1588,738000000
1589,738000000
1590,738000000
1591,738000000
1592,738000000
1593,738000000
1594,738000000
1595,738000000
1596,738000000
1597,738000000
1598,738000000
1599,738000000
1600,738000000
1601,738000000
1602,738000000
1603,738000000
1604,738000000
1605,738000000
1606,738000000
1607,738000000
1608,738000000
1609,738000000
1610,738000000
1611,738000000
1612,738000000
1613,738000000
1614,738000000
1615,738000000
1616,738000000
1617,738000000
1618,738000000
1619,738000000
1620,738000000
1621,738000000
1622,738000000
1623,738000000
1624,738000000
1625,738000000
1626,738000000
1627,738000000
1628,738000000
1629,738000000
1630,738000000
1631,738000000
1632,738000000
1633,738000000
1634,738000000
1635,738000000
1636,738000000
1637,738000000
1638,738000000
1639,738000000
1640,738000000
1641,738000000
1642,738000000
1643,738000000
1644,738000000
1645,738000000
1646,738000000
1647,738000000
1648,738000000
1649,738000000
1650,738000000
1651,738000000
1652,738000000
1653,738000000
1654,738000000
1655,738000000
1656,738000000
1657,738000000
1658,738000000
1659,738000000
1660,738000000
1661,738000000
1662,738000000
1663,738000000
1664,738000000
1665,738000000
1666,738000000
1667,738000000
1668,738000000
1669,738000000
1670,738000000
1671,738000000
1672,738000000
1673,738000000
1674,738000000
1675,738000000
1676,738000000
1677,738000000
1678,738000000
1679,738000000
1680,738000000
1681,738000000
1682,738000000
1683,738000000
1684,738000000
1685,738000000
1686,738000000
1687,738000000
1688,738000000
1689,738000000
1690,738000000
1691,738000000
1692,738000000
1693,738000000
1694,738000000
1695,738000000
1696,738000000
1697,738000000
1698,738000000
1699,738000000
1700,738000000
1701,738000000
1702,738000000
1703,738000000
1704,738000000
1705,738000000
1706,738000000
1707,738000000
1708,738000000
1709,738000000
1710,738000000
1711,738000000
1712,738000000
1713,738000000
1714,738000000
1715,738000000
1716,738000000
1717,738000000
1718,738000000
1719,738000000
1720,738000000
1721,738000000
1722,738000000
1723,738000000
1724,738000000
1725,738000000
1726,738000000
1727,738000000
1728,738000000
1729,738000000
1730,738000000
1731,738000000
1732,738000000
1733,738000000
1734,738000000
1735,738000000
1736,738000000
1737,738000000
1738,738000000
1739,738000000
1740,738000000
1741,738000000
1742,738000000
1743,738000000
1744,738000000
1745,738000000
1746,738000000
1747,738000000
1748,738000000
1749,738000000
1750,738000000
1751,738000000
1752,738000000
1753,738000000
1754,738000000
1755,738000000
1756,738000000
1757,738000000
1758,738000000
1759,738000000
1760,738000000
1761,738000000
1762,738000000
1763,738000000
1764,738000000
1765,738000000
1766,738000000
1767,738000000
1768,738000000
1769,738000000
1770,738000000
1771,738000000
1772,738000000
1773,738000000
1774,738000000
1775,738000000
1776,738000000
1777,738000000
1778,738000000
1779,738000000
1780,738000000
1781,738000000
1782,738000000
1783,738000000
1784,738000000
1785,738000000
1786,738000000
1787,738000000
1788,738000000
1789,738000000
1790,738000000
1791,738000000
1792,738000000
1793,738000000
1794,738000000
1795,738000000
1796,738000000
1797,738000000
1798,738000000
1799,738000000
1800,738000000
1801,738000000
1802,738000000
1803,738000000
1804,738000000
1805,738000000
1806,738000000
1807,738000000
1808,738000000
1809,738000000
1810,738000000
1811,738000000
1812,738000000
1813,738000000
1814,738000000
1815,738000000
1816,738000000
1817,738000000
1818,738000000
1819,738000000
1820,738000000
1821,738000000
1822,738000000
1823,738000000
1824,738000000
1825,738000000
1826,738000000
1827,738000000
1828,738000000
1829,738000000
1830,738000000
1831,738000000
1832,738000000
1833,738000000
1834,738000000
1835,738000000
1836,738000000
1837,738000000
1838,738000000
1839,738000000
1840,738000000
1841,738000000
1842,738000000
1843,738000000
1844,738000000
1845,738000000
1846,738000000
1847,738000000
1848,738000000
1849,738000000
1850,738000000
1851,738000000
1852,738000000
1853,738000000
1854,738000000
1855,738000000
1856,738000000
1857,738000000
1858,738000000
1859,738000000
1860,738000000
1861,738000000
1862,738000000
1863,738000000
1864,738000000
1865,738000000
1866,738000000
1867,738000000
1868,738000000
1869,738000000
1870,738000000
1871,738000000
1872,738000000
1873,738000000
1874,738000000
1875,738000000
1876,738000000
1877,738000000
1878,738000000
1879,738000000
1880,738000000
1881,738000000
1882,738000000
1883,738000000
1884,738000000
1885,738000000
1886,738000000
1887,738000000
1888,738000000
1889,738000000
1890,738000000
1891,738000000
1892,738000000
1893,738000000
1894,738000000
1895,738000000
1896,738000000
1897,738000000
1898,738000000
1899,738000000
1900,738000000
1901,738000000
1902,738000000
1903,738000000
1904,738000000
1905,738000000
1906,738000000
1907,738000000
1908,738000000
1909,738000000
1910,738000000
1911,738000000
1912,738000000
1913,738000000
1914,738000000
1915,738000000
1916,738000000
1917,738000000
1918,738000000
1919,738000000
1920,738000000
1921,738000000
1922,738000000
1923,738000000
1924,738000000
1925,738000000
1926,738000000
1927,738000000
1928,738000000
1929,738000000
1930,738000000
1931,738000000
1932,738000000
1933,738000000
1934,738000000
1935,738000000
1936,738000000
1937,738000000
1938,738000000
1939,738000000
1940,738000000
1941,738000000
1942,738000000
1943,738000000
1944,738000000
1945,738000000
1946,738000000
1947,738000000
1948,738000000
1949,738000000
1950,738000000
1951,738000000
1952,738000000
1953,738000000
1954,738000000
1955,738000000
1956,738000000
1957,738000000
1958,738000000
1959,738000000
1960,738000000
1961,738000000
1962,738000000
1963,738000000
1964,738000000
1965,738000000
1966,738000000
1967,738000000
1968,738000000
1969,738000000
1970,738000000
1971,738000000
1972,738000000
1973,738000000
1974,738000000
1975,738000000
1976,738000000
1977,738000000
1978,738000000
1979,738000000
1980,738000000
1981,738000000
1982,738000000
1983,738000000
1984,738000000
1985,738000000
1986,738000000
1987,738000000
1988,738000000
1989,738000000
1990,738000000
1991,738000000
1992,738000000
1993,738000000
1994,738000000
1995,738000000
1996,738000000
1997,738000000
1998,738000000
1999,738000000
2000,738000000
2001,738000000
2002,738000000
2003,738000000
2004,738000000
2005,738000000
2006,738000000
2007,738000000
2008,738000000
2009,738000000
2010,738000000
2011,738000000
2012,738000000
2013,738000000
2014,738000000
2015,738000000
2016,738000000
2017,738000000
2018,738000000
2019,738000000
2020,738000000
2021,738000000
2022,738000000
2023,738000000
2024,738000000
2025,738000000
2026,738000000
2027,738000000
2028,738000000
2029,738000000
2030,738000000
2031,738000000
2032,738000000
2033,738000000
2034,738000000
2035,738000000
2036,738000000
2037,738000000
2038,738000000
2039,738000000
2040,738000000
2041,738000000
2042,738000000
2043,738000000
2044,738000000
2045,738000000
2046,738000000
2047,738000000
2048,738000000
2049,738000000
2050,738000000
2051,738000000
2052,738000000
2053,738000000
2054,738000000
2055,738000000
2056,738000000
2057,738000000
2058,738000000
2059,738000000
2060,738000000
2061,738000000
2062,738000000
2063,738000000
2064,738000000
2065,738000000
2066,738000000
2067,738000000
2068,738000000
2069,738000000
2070,738000000
2071,738000000
2072,738000000
2073,738000000
2074,738000000
2075,738000000
2076,738000000
2077,738000000
2078,738000000
2079,738000000
2080,738000000
2081,738000000
2082,738000000
2083,738000000
2084,738000000
2085,738000000
2086,738000000
2087,738000000
2088,738000000
2089,738000000
2090,738000000
2091,738000000
2092,738000000
2093,738000000
2094,738000000
2095,738000000
2096,738000000
2097,738000000
2098,738000000
2099,738000000
2100,738000000
2101,738000000
2102,738000000
2103,738000000
2104,738000000
2105,738000000
2106,738000000
2107,738000000
2108,738000000
2109,738000000
2110,738000000
2111,738000000
2112,738000000
2113,738000000
2114,738000000
2115,738000000
2116,738000000
2117,738000000
2118,738000000
2119,738000000
2120,738000000
2121,738000000
2122,738000000
2123,738000000
2124,738000000
2125,738000000
2126,738000000
2127,738000000
2128,738000000
2129,738000000
2130,738000000
2131,738000000
2132,738000000
2133,738000000
2134,738000000
2135,738000000
2136,738000000
2137,738000000
2138,738000000
